Reference,SubReg,Aggressor,Victim,Descript,Desc1,Desc2,Desc3,Desc4,Desc5,Desc6,Date,Year,PolygonID,MRGID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ
2012-336,63,ROBBERS,TANKER,NA,"INDIA:Three robbers in a wooden boat approached and boarded an anchored tanker in 9-57N 76-13E, at Cochin Outer Anchorage. They broke into the forecastle store and stole ship's stores. Duty crew heard some noises in the fore peak store, checked and found","the door's lock broken and infomed D/O who raised the alarm. On hearing the alarm, the robbers escaped with the stolen ship stores. Coast Guard and port control informed.",NA,NA,NA,NA,2012-11-30,2012,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2012-328,63,ROBBERS,BULK CARRIER,NA,"INDIA:Bulk Carrier boarded on 24 November at 17-02N 082-25E, at the Kakinada Anchorage. Four robbers armed with knives and iron rods boarded an anchored bulk carrier via the poop deck. Duty A/B on rounds noticed the robbers stealing ship stores and","informed the OOW, who raised the alarm. As the A/B approached the robbers, they jumped overboard and escaped with their accomplices into boats. Port control informed.",NA,NA,NA,NA,2012-11-24,2012,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2012-294,63,PIRATES,FISHING VESSEL,NA,"SRI LANKA:Fishing vessel hijacked on 15 October at Kudawella, approximately 50 nm off the Hambantota Coast. Ten armed pirates in a fiberglass dinghy boarded THEJAN PUTHA reportedly with permission from the captain. The pirates, armed with swords, then",tied the hands of four crewmembers behind their backs and threw them overboard. Another crewmember jumped off the vessel before he could be subdued. Three of the crewmembers reportedly have died and the remaining two were rescued by merchant vessels in,the area. The location of the hijacked vessel is unknown at this time but is believed to be headed to Australia.,NA,NA,NA,2012-10-15,2012,144,8346,Sri Lankan Exclusive Economic Zone,200NM,2195,Sri Lanka,2195,Sri Lanka,LKA,0,NA,0,NA,NA,0,NA,0,NA,NA,81.6360736851,6.5463774611,533545.991412,8346
2012-238,63,PIRATES,BULK CARRIER,NA,"BANGLADESH:Bulk carrier boarded on 17 August at 21-52N 091-41E, Kutubdia Anchorage. An unknown number of robbers boarded the anchored vessel,stole ship's stores and escape unnoticed. The theft was later discovered by a duty crewman while making rounds.",Port Control office and local Coast Guard office notified.,NA,NA,NA,NA,2012-08-17,2012,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2012-211,63,PIRATES,LPG CARRIER,NA,"INDIA:LPG carrier boarded on 4 July at 17-39N 083-23E, at Visakhapatnam anchorage. Six robbers in a long wooden boat with sail and oars came alongside the anchored vessel. Two robbers boarded the vessel and stole ship's properties. The Duty Officer",noticed the boat and informed the duty A/B to investigate. The duty A/B discovered the robbers on the poop deck and pursued them.The robbers jumped overboard and escaped with the stolen items in the waiting boat. The alarm was raised and port control was,informed. The crew searched the area for any other robbers.,NA,NA,NA,2012-07-04,2012,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2012-200,63,PIRATES,BULK CARRIER,NA,"INDIA:Bulk Carrier was boarded on 17 June at 17:00 N - 082:18 E, Kakinada Anchorage, India. Robbers boarded the anchored bulk carrier. The duty A/B on rounds heard two robbers talking to each other on the forecastle. He immediately informed the 2/O on","the bridge who raised the alarm and sounded the ship's whistle continuously. The duty A/B heard a motor boat moving away from the vicinity of the forecastle. On inspection, a new mooring rope was found partially hacked into small pieces on the deck.",Kakinada port control was called on VHF but no response was received. The ship's agent was informed and a security message was transmitted via VHF to warn other ships at the anchorage area.,NA,NA,NA,2012-06-17,2012,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2012-111,63,Pirates,Merchant Vessel,NA,"ARABIAN SEA:A merchant vessel reported being hijacked at 0330Z on 26MAR12 in position 07-00N - 069-49E, approximately 467 nm SW fro Cape Comorin, India. This area will remain high risk for at least the next 24-48 hours.",NA,NA,NA,NA,NA,2012-03-26,2012,216,8345,Maldives Exclusive Economic Zone,200NM,2229,Maldives,2229,Maldives,MDV,0,NA,0,NA,NA,0,NA,0,NA,NA,73.0880145593,2.45483622223,925222.836017,8345
2012-123,63,PIRATES,BULK CARRIER,NA,"INDIAN OCEAN:Bulk carrier reportedly hijacked on 26 March while underway near position 07:00 N - 069:45 E: approximately 200 nm southwest of Minicoy Island, India. Pirates took hostage 23 crew members and are sailing the vessel towards the coast of",Somalia. Further reporting awaited.,NA,NA,NA,NA,2012-03-26,2012,216,8345,Maldives Exclusive Economic Zone,200NM,2229,Maldives,2229,Maldives,MDV,0,NA,0,NA,NA,0,NA,0,NA,NA,73.0880145593,2.45483622223,925222.836017,8345
2012-105,63,Pirates,Merchant Vessel,NA,ARABIAN SEA:M/V Jag Prakash reported being chased by an un-identified craft in position 22-58N - 065-58E. Attempted piracy attack (6 miles fromvessel) at 221900 UTC Mar 2012. Vessels are advised to keep clear of this position and to exercise extreme,caution.,NA,NA,NA,NA,2012-03-22,2012,242,8359,Pakistani Exclusive Economic Zone,200NM,2250,Pakistan,2250,Pakistan,PAK,0,NA,0,NA,NA,0,NA,0,NA,NA,64.7122448427,23.5394045623,224387.832462,8359
2012-80,63,PIRATES,CONTAINER SHIP,NA,"BANGLADESH: Container ship boarded on 29 February while anchored at position 21-44 N 091-37 E, 12 nm west of Kutubdia Island. Robbers were able to board the ship and steal ship's stores and escape unnoticed. Master informed port authority and local",agent.,NA,NA,NA,NA,2012-02-29,2012,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2012-65,63,PIRATES,TANKER,NA,"INDIA: Tanker experienced an attempted boarding on 15 February while anchored at position 09-57 N 076-02 E, 2.5 nm south of SPM Cochin Anchorage. Approximately 20 robbers in two boats approached the tanker and attempted to board. The lookout crew noticed","the robbers, raised the alarm, and mustered the crew. The robbers aborted the attack upon seeing the crew alertness and moved away. (IMB)",NA,NA,NA,NA,2012-02-15,2012,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2012-35,63,PIRATES,BULK CARRIER,NA,"CHITTAGONG OUTER ANCHORAGE, BANGLADESH: Duty watchman onboard an anchored bulk carrier heard a small boat apprach the vessel. He then noticed movement on the forecastle deck and informed the duty officer. On reaching the forcastle the duty watchman and",duty officer noticed a robber stealing ship stores. On confronting the robber they were attacked and the duty officer was injured. The duty watchman returned to the accommodation and raised the alarm. The incident was reported to the authorities who sent,out the coast guard and medical assistance for the injured duty officer.,NA,NA,NA,2012-01-21,2012,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2012-94,63,PIRATES,RO-RO SHIP,NA,BAY OF BENGAL: Robbers boarded a RO-RO ship while awaiting pilot. Duty watchman sighted the robbers and informed Master. Master raised alarm and reported to coast guard. Robbers noticed crew alertness and escaped with stolen stores. No casualties to,crew.,NA,NA,NA,NA,2012-01-21,2012,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2012-30,63,PIRATES,MERCHANT VESSEL/LIFERAFTS,NA,"CHITTAGONG, BANGLADESH: While waiting at anchorage for STS operations, the duty crew onboard noticed two liferafts on Portside missing. The incident was reported to local authorities through local agents.",NA,NA,NA,NA,NA,2012-01-19,2012,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2017-35,71,Robbers,Tanker,NA,"INDONESIA:On 29 December at 0001Z, two robbers boarded an anchored tanker. Duty crew on routine rounds spotted the robbers and informed the bridge. The alarm was raised and crew mustered. Seeing the alert crew, the robbers escaped empty handed.",NA,NA,NA,NA,NA,2016-12-29,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-306,71,Robbers,Cargo Vessel,NA,"INDONESIA:On 02 December, crewmen onboard a heavy lift vessel anchored near position01-05N 104-10E, Kabil Anchorage, Palau Batam, discovered robbers boarding the ship. Duty officer raised the alarm, made the PA announcement and crew was mustered. Seeing","the crew¿s alertness, the robbers escaped without stealing anything. Incident reported to local authorities and port control. Authorities boarded the ship for investigation.",NA,NA,NA,NA,2016-12-02,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-308,71,Robbers,Tug,NA,"SINGAPORE STRAITS:On 26 November, duty crewmen onboard a tug anchored near position 01-11N 103-39E, 4.1 nm southwest of Pulau Jurong, discovered a store room had been broken into and ship's stores stolen.",NA,NA,NA,NA,NA,2016-11-26,2016,181,8485,Singaporean Exclusive Economic Zone,200NM,2190,Singapore,2190,Singapore,SGP,0,NA,0,NA,NA,0,NA,0,NA,NA,103.816427663,1.27428184632,721.555202966,8485
2016-277,71,Robbers,Tanker,NA,"INDONESIA:On 09 November, ten robbers armed with knives boarded an anchored tanker near position 01-41N 101-30E, Dumai Anchorage, and entered the engine room. They took hostage the duty oiler, punched him, tied him up, and threatened him with a knife.","They then stole engine spares and escaped. The oiler managed to untie himself and notified the master. Alarm raised, crew mustered and onboard investigation was conducted. Incident reported to Dumai Port Authority.",NA,NA,NA,NA,2016-11-09,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-254,71,Pirates,Tug,NA,"MALAYSIA:On 25 October, pirates attacked the tug EVER OCEAN SILK towing the oil barge EVER GIANT approximately 60 nm north of the port of Bintulu, Sarawak, vicinity 04-09.1N113-03.9E. The pirates robbed the crew of all valuables and fled. Crew is safe.",NA,NA,NA,NA,NA,2016-10-25,2016,251,8483,Malaysian Exclusive Economic Zone,200NM,2230,Malaysia,2230,Malaysia,MYS,0,NA,0,NA,NA,0,NA,0,NA,NA,108.435167801,4.85143661206,510822.838776,8483
2016-271,71,Pirates,Tug and Barge,NA,"MALAYSIA:On 25 October at 2030 LT in 04-08.8N 112-30.0E, Bintulu Sarawak, armed pirates in a wooden boat approached, boarded and hijacked a tug and barge. The ten member crew was taken hostage. The pirates stole navigational equipment, personal",belongings and part of the crude palm kernel oil cargo before escaping on 26 October. The incident was reported to MMEA who dispatched their patrol boat to escort the tug and barge to a safe port.,NA,NA,NA,NA,2016-10-25,2016,251,8483,Malaysian Exclusive Economic Zone,200NM,2230,Malaysia,2230,Malaysia,MYS,0,NA,0,NA,NA,0,NA,0,NA,NA,108.435167801,4.85143661206,510822.838776,8483
2016-260,71,Pirates,Fishing Trawler,NA,"MALAYSIA:On 24 October, six armed pirates boarded a fishing trawler in the open sea, vicinity06-46.0N 117-30.8E, near Jambongan, Malaysia. They took one ton of fish, 500 liters of fuel and GPS units from the crew.",NA,NA,NA,NA,NA,2016-10-24,2016,251,8483,Malaysian Exclusive Economic Zone,200NM,2230,Malaysia,2230,Malaysia,MYS,0,NA,0,NA,NA,0,NA,0,NA,NA,108.435167801,4.85143661206,510822.838776,8483
2016-256,71,Robbers,Tanker,NA,"INDONESIA:On 20 October, an unknown number of robbers boarded an anchored tanker near position 01-42.5N 101-27.0E, Dumai Tanker Anchorage. They stole engine spare parts and escaped unnoticed. The incident was discovered during routine rounds and was",reported to the port control. No response received.,NA,NA,NA,NA,2016-10-20,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-249,71,Pirates,Fishing Vessel,NA,"MALAYSIA:On 12 October, two fishermen on a boat off Tigabu Island, vicinity 06-55N 117-28E, were attacked by four armed men, injuring one.",NA,NA,NA,NA,NA,2016-10-12,2016,251,8483,Malaysian Exclusive Economic Zone,200NM,2230,Malaysia,2230,Malaysia,MYS,0,NA,0,NA,NA,0,NA,0,NA,NA,108.435167801,4.85143661206,510822.838776,8483
2016-239,71,Pirates,Vessel,NA,"INDONESIA:On 7 October at approximately 4:45 am, a Customs and Excise Office patrol vessel was attacked by a mob in Tanjung Jumpul waters off Asahan regency, North Sumatra, vicinity 02-52.6N 100-07.6E. The four officials reported injuries after the mob",threw Molotov cocktails and firecrackers at the patrol vessel when they attempted to inspect a boat suspected of smuggling.,NA,NA,NA,NA,2016-10-07,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-232,71,Robbers,Bulk Carrier,NA,"INDONESIA:On 2 October, three robbers in a wooden boat boarded an anchored bulk carrier near position 05-29.7S 105-17.3E, Panjang Anchorage. Duty crewman on rounds spotted the robbers and notified the bridge. Hearing the crewman reporting via radio, the",robbers escaped in their boat empty-handed. Crew mustered and a search was carried out. Nothing reported stolen. Port control informed.,NA,NA,NA,NA,2016-10-02,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-210,71,Robbers,Bulk Carrier,NA,"INDONESIA:On 14 September, five robbers wearing masks and armed with long knives boarded a berthed bulk carrier during cargo operations near position 01-44N 101-23E, Dumai Anchorage. Two crewmen who entered the engine store room were taken hostage,","robbed and tied up by the robbers, who later escaped with stolen spare parts. The crewmen untied themselves and raised the alarm. A search was carried out. Local agents and port security informed.",NA,NA,NA,NA,2016-09-14,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-206,71,Robbers,Bulk Carrier,NA,"INDONESIA:On 06 September at 2335 LT at the Dumai inner anchorage, four robbers boarded an anchored bulk carrier and entered engine room. They threatened the duty oiler with knives and tied him up. Robbers proceeded to steal engine spares and then",escaped. Oiler managed to free himself and notified the duty officer who raised the alarm. Incident reported to port authorities.,NA,NA,NA,NA,2016-09-06,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2016-204,71,Robbers,Tug,NA,"SINGAPORE STRAIT:On 19 August at 0130 LT in 01-11N 103-52E, four armed robbers attempted to board an underway tug. The alarm was raised and the crew mustered. Seeing the crew alertness, the robbers aborted the attempt and moved away.",NA,NA,NA,NA,NA,2016-08-19,2016,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
